artist,title,category,category_score,lyrics,mask
David Guetta ft. Sia,Titanium,leisure,"[[-0.004125481471419334, 0.035085733979940414, -0.01041289884597063]]","du schreist mich an, aber ich hör' kein wort, das du sagst
ich rede laut, aber sag' nicht viel
ich werd' kritisiert, aber alle deine kugeln prallen ab
du schießt mich nieder, aber ich stehe auf
ich bin kugelsicher, hab' nichts zu verlieren
schieß auf mich, schieß auf mich
abpraller, du zielst
schieß auf mich, schieß auf mich
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
du schießt mich nieder, aber ich wеrd' nicht fallen
ich bin aus titan
hau mich um, aber du bist derjеnige, der weiter fällt
geisterstadt und spukende liebe
erheb deine stimme, stock und stein mögen meine knochen brechen
redest laut, aber sagst nicht viel
ich bin kugelsicher, hab' nichts zu verlieren
schieß auf mich, schieß auf mich
abpraller, du zielst
schieß auf mich, schieß auf mich
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
ich bin aus titan
ich bin aus titan
herz aus stein, das maschinengewehr
feuert auf diejenigen, die wegrennen
herz aus stein wie kugelsicheres glas
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
du schießt mich nieder, aber ich werd' nicht fallen
ich bin aus titan
ich bin aus titan","000000000200
2000000
000000300
03000000
0030000
300000
003
300000
000000030
2000
000000030
2000
0000003000
3000
0002000000
030000
0030000
300000
003
300000
000000030
2000
000000030
2000
2000
2000
00003
00300
002000
000000030
2000
000000030
2000
000000030
2000
000000030
2000
2000"
Sia,Cheap Thrills,leisure,"[[-0.03160053864121437, 0.10680484026670456, 0.10511808097362518]]","come on, come on, turn the radio on
it's friday night and i won't be long
gotta do my hair, put my make up on
it's friday night and i won't be long
'til i hit the dance floor, hit the dance floor
i got all i need
no, i ain't got cash, i ain't got cash
but i got you, baby
baby, i don't need dollar bills to have fun tonight
(i love cheap thrills)
baby, i don't need dollar bills to have fun tonight
(i love cheap thrills)
i don't need no money
as long as i can feel the beat
i don't need no money
as long as i keep dancing
come on, come on, turn the radio on
it's saturday and i won't be long
gotta paint my nails, put my high heels on
it's saturday and i won't be long
'til i hit the dance floor, hit the dance floor
i got all i need
no, i ain't got cash, i ain't got cash
but i got you, baby
baby, i don't need dollar bills to have fun tonight
(i love cheap thrills)
baby, i don't need dollar bills to have fun tonight
(i love cheap thrills)
i don't need no money
as long as i can feel the beat
i don't need no money
as long as i keep dancing
(i love cheap thrills)
(i love cheap thrills)
i don't need no money
as long as i can feel the beat
i don't need no money
as long as i keep dancing (oh, oh, oh)
baby, i don't need dollar bills to have fun tonight
(i love cheap thrills)
baby, i don't need dollar bills to have fun tonight (oh)
(i love cheap thrills)
i don't need no money
as long as i can feel the beat
i don't need no money
as long as i keep dancing
la, la, la, la, la, la, la
(i love cheap thrills)
la, la, la, la, la, la, la
(i love cheap thrills)
la, la, la, la, la, la, la
(i love cheap thrills)
la, la, la, la, la, la, la
(i love cheap thrills)","00000010
02000000
000100000
02000000
0000200000
00001
000000002
00001
0000020000
0002
0000020000
0002
00001
00000001
00001
000002
00000010
0200000
000000020
0200000
0000200000
00001
000000002
00001
0000020000
0002
0000020000
0002
00001
00000001
00001
000002
0002
0002
00001
00000001
00001
000002000
0000020000
0002
00000200000
0002
00001
00000001
00001
000002
0000001
0002
0000001
0002
0000001
0002
0000001
0002"
Sia,Chandelier,travel,"[[0.03313155844807625, 0.08066046983003616, 0.08569759875535965]]","party girls don't get hurt
can't feel anythin', when will i learn?
i push it down, i push it down
i'm the one for a good time call
phone's blowin' up, ringin' my doorbell
i feel the love, i feel the love
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
throw 'em back 'til i lose count
i'm gonna swing from the chandelier
from the chandelier
i'm gonna live like tomorrow doesn't exist
like it doesn't exist
i'm gonna fly like a bird through the night
feel my tears as they dry
i'm gonna swing from the chandelier
from the chandelier
but i'm holdin' on for dear life
won't look down, won't open my eyes
keep my glass full until mornin' light
'cause i'm just holdin' on for tonight
help me, i'm holdin' on for dear life
won't look down, won't open my eyes
keep my glass full until mornin' light
'cause i'm just holdin' on for tonight, on for tonight
sun is up, i'm a mess
gotta get out now, gotta run from this
here comes the shame, here comes the shame
(ah)
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
one, two, three, one, two, three, drink
throw 'em back 'til i lose count
i'm gonna swing from the chandelier
from the chandelier
i'm gonna live like tomorrow doesn't exist
like it doesn't exist
i'm gonna fly like a bird through the night
feel my tears as they dry
i'm gonna swing from the chandelier
from the chandelier
but i'm holdin' on for dear life
won't look down, won't open my eyes
keep my glass full until mornin' light
'cause i'm just holdin' on for tonight
help me, i'm holdin' on for dear life
won't look down, won't open my eyes
keep my glass full until mornin' light
'cause i'm just holdin' on for tonight, on for tonight
on for tonight
'cause i'm just holdin' on for tonight
oh, i'm just holdin' on for tonight
on for tonight, on for tonight
'cause i'm just holdin' on for tonight
'cause i'm just holdin' on for tonight
oh, i'm just holdin' on for tonight
on for tonight, on for tonight","10000
0100000
00000001
00000001
000002
00000001
0010000
0010000
0010000
2000000
000002
002
0010000
0002
002000000
002000
000002
002
0030000
0000001
0000020
0003000
00030000
0000001
0000020
0003000000
200000
00000100
00020000
2
0010000
0010000
0010000
2000000
000002
002
0010000
0002
002000000
002000
000002
002
0030000
0000001
0000020
0003000
00030000
0000001
0000020
0003000000
001
0003000
0003000
000001
0003000
0003000
0003000
000001"
Miley Cyrus,Wrecking Ball,travel,"[[0.03711863234639168, 0.05721718817949295, 0.05745740979909897]]","we clawed, we chained our hearts in vain
we jumped, never asking why
we kissed, i fell under your spell
a love no one could deny
don't you ever say i just walked away
i will always want you
i can't live a lie, running for my life
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
yeah, you, you wreck me
i put you high up in the sky
and now, you're not coming down
it slowly turned, you let me burn
and now, we're ashes on the ground
don't you ever say i just walked away
i will always want you
i can't live a lie, running for my life
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
i came in like a wrecking ball
yeah, i just closed my eyes and swung
left me crashing in a blazing fall
all you ever did was wreck me
yeah, you, you wreck me
i never meant to start a war
i just wanted you to let me in
and instead of using force
i guess i should've let you win
i never meant to start a war
i just wanted you to let me in
i guess i should've let you win
don't you ever say i just walked away
i will always want you
i came in like a wrecking ball
i never hit so hard in love
all i wanted was to break your walls
all you ever did was wreck me
i came in like a wrecking ball
yeah, i just closed my eyes and swung
left me crashing in a blazing fall
all you ever did was wreck me
yeah, you, you wreck me
yeah, you, you wreck me","03000000
02000
0200000
000002
00000020
00010
000020000
00010
0000020
0010000
00000002
0000020
00020
00000002
000001
0000002
0002000
00000020
00010
000020000
00010
0000020
0010000
00000002
0000020
0000020
00000002
0000001
0000020
00020
0000001
00100000
00001
0002000
0000001
00100000
0002000
00000020
00010
0000020
0010000
00000002
0000020
0000020
00000002
0000001
0000020
00020
00020"
Miley Cyrus,Flowers,travel,"[[0.03354603052139282, -0.02747149020433426, 0.05220191553235054]]","we were good, we were gold
kinda dream that can't be sold
we were right 'til we weren't
built a home and watched it burn
mm, i didn't wanna leave you, i didn't wanna lie
started to cry, but then remembered i
i can buy myself flowers
write my name in the sand
talk to myself for hours
say things you don't understand
i can take myself dancing
and i can hold my own hand
yeah, i can love me better than you can
can love me better, i can love me better, baby
can love me better, i can love me better, baby
paint my nails cherry-red
match the roses that you left
no remorse, no regret
i forgive every word you said
ooh, i didn't wanna leave you, baby, i didn't wanna fight
started to cry, but then remembered i
i can buy myself flowers
write my name in the sand
talk to myself for hours, yeah
say things you don't understand
i can take myself dancing, yeah
i can hold my own hand
yeah, i can love me better than you can
can love me better, i can love me better, baby
can love me better, i can love me better, baby
can love me better, i can love me better, baby
can love me better, i (ooh, i)
i didn't wanna leave you, i didn't wanna fight
started to cry, but then remembered i
i can buy myself flowers (uh-huh)
write my name in the sand
talk to myself for hours (yeah)
say things you don't understand (you never will)
i can take myself dancing, yeah
i can hold my own hand
yeah, i can love me better than
yeah, i can love me better than you can
can love me better, i can love me better, baby (uh)
can love me better, i can love me better, baby (than you can)
can love me better, i can love me better, baby
can love me better, i","000001
020000
000200
0000002
0000100000
0000020
00002
000002
10000
00001
00002
0000001
000001000
0000000010
0000000010
0002
002000
0200
020000
00001000000
0000020
00002
000002
100000
00001
000020
000001
000001000
0000000010
0000000010
0000000010
0001000
000100000
0000020
000020
000002
100000
10000000
000020
000001
0000010
000001000
00000000100
0001000000000
0000000010
00010"
Olivia Rodrigo,Drivers License,travel,"[[-0.04121057689189911, -0.04074922204017639, 0.16410371661186218]]","i got my driver's license last week
just like we always talked about
'cause you were so excited for me
to finally drive up to your house
but today, i drove through the suburbs
crying 'cause you weren't around
and you're probably with that blonde girl
who always made me doubt
she's so much older than me
she's everything i'm insecure about
yeah, today, i drove through the suburbs
'cause how could i ever love someone else?
and i know we weren't perfect, but i've never felt this way for no one
and i just can't imagine how you could be so okay now that i'm gone
guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street
and all my friends are tired
of hearing how much i miss you, but
i kinda feel sorry for them
'cause they'll never know you the way that i do
yeah, today, i drove through the suburbs
and pictured i was driving home to you
and i know we weren't perfect, but i've never felt this way for no one, oh
and i just can't imagine how you could be so okay now that i'm gone
i guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street
red lights, stop signs
i still see your face in the white cars, front yards
can't drive past the places we used to go to
'cause i still fuckin' love you, babe (ooh, ooh-ooh, ooh, ooh-ooh)
sidewalks we crossed
i still hear your voice in the traffic, we're laughing
over all the noise
god, i'm so blue, know we're through
but i still fuckin' love you, babe (ooh, ooh-ooh, ooh, ooh-ooh)
i know we weren't perfect, but i've never felt this way for no one
and i just can't imagine how you could be so okay now that i'm gone
guess you didn't mean what you wrote in that song about me
'cause you said forever, now i drive alone past your street
yeah, you said forever, now i drive alone past your street","0000200
000020
0000200
0010000
0000002
20000
0000020
00002
000200
00020
0000002
00000100
000001000000000
000020000000000
000000000100
00000000001
000002
00000100
000001
1000000000
0000002
02000000
0000010000000000
000020000000000
0000000000100
00000000001
0200
00000000002
0100000000
00001000000
200
0000000002
0002
0001000
00000020000
00001000000000
000020000000000
000000000100
00000000001
00000000001"
Olivia Rodrigo,Good 4 U,travel,"[[0.02223515510559082, 0.056958191096782684, 0.13110770285129547]]","(ah)
well, good for you, i guess you moved on really easily
you found a new girl and it only took a couple weeks
remember when you said that you wanted to give me the world?
(world)
and good for you, i guess that you've been workin' on yourself
i guess that therapist i found for you, she really helped
now you can be a better man for your brand-new girl (girl)
well, good for you
you look happy and healthy, not me
if you ever cared to ask
good for you
you're doin' great out there without me, baby
god, i wish that i could do that
i've lost my mind, i've spent the night
cryin' on the floor of my bathroom
but you're so unaffected, i really don't get it
but i guess good for you
well, good for you, i guess you're gettin' everything you want (ah)
you bought a new car and your career's really takin' off (ah)
it's like we never even happened
baby, what the fuck is up with that? (ah)
and good for you, it's like you never even met me
remember when you swore to god i was the only
person who ever got you? well, screw that, and screw you
you will never have to hurt the way you know that i do
well, good for you
you look happy and healthy, not me
if you ever cared to ask
good for you
you're doin' great out there without me, baby
god, i wish that i could do that
i've lost my mind, i've spent the night
cryin' on the floor of my bathroom
but you're so unaffected, i really don't get it
but i guess good for you
(ah-ah-ah-ah)
(ah-ah-ah-ah)
maybe i'm too emotional
but your apathy's like a wound in salt
maybe i'm too emotional
or maybe you never cared at all
maybe i'm too emotional
your apathy is like a wound in salt
maybe i'm too emotional
or maybe you never cared at all
well, good for you
you look happy and healthy, not me
if you ever cared to ask
good for you
you're doin' great out there without me, baby
like a damn sociopath
i've lost my mind, i've spent the night
cryin' on the floor of my bathroom
but you're so unaffected, i really don't get it
but i guess good for you
well, good for you, i guess you moved on really easily","2
00000001000
000000000001
000000000001
1
000000000200
00020000000
000000000001
0100
0010000
000200
100
02000000
00100000
00000001
0000002
000200000
000100
000000001000
000010000000
000010
100000000
00000000010
0002000000
00000000020
0000020000000
0100
0010000
000200
100
02000000
00100000
00000001
0000002
000200000
000100
2
2
0002
00300000
0002
0000200
0002
02000000
0002
0000200
0100
0010000
000200
100
02000000
0002
00000001
0000002
000200000
000100
00000001000"
Dua Lipa,Levitating,travel,"[[0.04220449551939964, 0.07789960503578186, 0.13587607443332672]]","if you wanna run away with me, i know a galaxy
and i can take you for a ride
i had a premonition that we fell into a rhythm
where the music don't stop for life
glitter in the sky, glitter in my eyes
shining just the way i like
if you're feeling like you need a little bit of company
you met me at the perfect time
you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading
yeah, yeah, yeah, yeah, yeah
i got you, moonlight, you're my starlight
i need you all night, come on, dance with me
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating
i believe that you're for me, i feel it in our energy
i see us written in the stars
we can go wherever, so let's do it now or never
baby, nothing's ever, ever too far
glitter in the sky, glitter in our eyes
shining just the way we are
i feel like we're forever every time we get together
but whatever, let's get lost on mars
you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading
yeah, yeah, yeah, yeah, yeah
i got you, moonlight, you're my starlight
i need you all night, come on, dance with me
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating
you can fly away with me tonight
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah
i'm levitating (woo)
you can fly away with me tonight
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (woo)
my love is like a rocket, watch it blast off
and i'm feeling so electric, dance my ass off
and even if i wanted to, i can't stop
yeah, yeah, yeah, yeah, yeah
my love is like a rocket, watch it blast off
and i'm feeling so electric, dance my ass off
and even if i wanted to, i can't stop
yeah, yeah, yeah, yeah, yeah
you want me, i want you, baby
my sugarboo, i'm levitating
the milky way, we're renegading
i got you (yeah), moonlight, you're my starlight
i need you all night (all night), come on, dance with me
i'm levitating (woo)
you can fly away with me tonight (tonight)
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (take you for a ride)
i'm levitating (woo)
you can fly away with me tonight (tonight)
you can fly away with me tonight
baby, let me take you for a ride
yeah, yeah, yeah, yeah, yeah (let me take you for a ride)
i got you, moonlight, you're my starlight (you are my starlight)
i need you all night, come on, dance with me (come on, dance with me)
i'm levitating
you, moonlight, you're my starlight (you're the moonlight)
i need you all night, come on, dance with me
i'm levitating","00000000002
00000002
0003000000
0010000
20000000
200000
00000000001
0100000
0100000
0300
02000
10000
0002000
0000000200
03
02000000
0000000200
03
000000010000
0000002
00020000000
000001
20000000
200000
0000200000
0000002
0100000
0300
02000
10000
0002000
0000000200
03
02000000
0000000200
03
0020000
0020000
00000002
10000
030
0020000
0020000
00000002
000002
0000020000
000002000
000000001
10000
0000020000
000002000
000000001
10000
0100000
0300
02000
00002000
000010000000
030
00000001
0020000
00000002
0000000002
030
00000001
0020000
00000002
000000000002
00000020000
000000020000000
03
02000000
0000000200
03"
Dua Lipa,Don’t Start Now,travel,"[[0.014687985181808472, 0.0035508177243173122, 0.09388814121484756]]","if you don't wanna see me
did a full one-eighty, crazy
thinking 'bout the way i was
did the heartbreak change me? maybe
but look at where i ended up
i'm all good already
so moved on, it's scary
i'm not where you left me at all, so
if you don't wanna see me dancing with somebody
if you wanna believe that anything could stop me
don't show up, don't come out
don't start caring about me now
walk away, you know how
don't start caring about me now
aren't you the guy who tried to
hurt me with the word ""goodbye""?
though it took some time to survive you
i'm better on the other side
i'm all good already
so moved on, it's scary
i'm not where you left me at all, so
if you don't wanna see me dancing with somebody
if you wanna believe that anything could stop me
(don't, don't, don't)
don't show up, don't come out
don't start caring about me now
walk away, you know how
don't start caring about me now ('bout me now, 'bout me)
up, up
don't come out, out, out
don't show up, up, up
don't start now (oh)
up, up
don't come out, out
i'm not where you left me at all, so
if you don't wanna see me dancing with somebody
if you wanna believe that anything could stop me
don't show up (don't show up), don't come out (don't come out)
don't start caring about me now ('bout me now)
walk away (walk away), you know how (you know how)
don't start caring about me now (so)
up, up
don't come out, out, out
don't show up, up, up
walk away, walk away (so)
up, up
don't come out, out, out
don't show up, up, up
walk away, walk away, oh","000100
00020
100000
002000
0000020
0001
00002
000010000
000000200
000100000
000001
002000
10000
002000
0001000
000002
00000020
000001
0001
00002
000010000
000000200
000100000
100
000001
002000
10000
00200000000
10
00001
00001
0100
10
0001
000010000
000000200
000100000
000000001000
002000000
1000000000
0020000
10
00001
00001
10000
10
00001
00001
10000"
Dua Lipa,New Rules,study,"[[0.06711503863334656, -0.035119760781526566, 0.06255632638931274]]","one
talkin' in my sleep at night, makin' myself crazy
(out of my mind, out of my mind)
wrote it down and read it out, hopin' it would save me
(too many times, too many times)
my love
he makes me feel like nobody else, nobody else
but my love
he doesn't love me, so i tell myself, i tell myself
one, don't pick up the phone
you know he's only callin' 'cause he's drunk and alone
two, don't let him in
you'll have to kick him out again
three, don't be his friend
you know you're gonna wake up in his bed in the mornin'
and if you're under him, you ain't gettin' over him
i got new rules, i count 'em
i got new rules, i count 'em
i gotta tell them to myself
i got new rules, i count 'em
i gotta tell them to myself
i keep pushin' forwards, but he keeps pullin' me backwards
(nowhere to turn, no way, nowhere to turn, no)
now i'm standin' back from it, i finally see the pattern
(i never learn, i never learn)
but my love
he doesn't love me, so i tell myself, i tell myself
i do, i do, i do
one, don't pick up the phone
you know he's only callin' 'cause he's drunk and alone
two, don't let him in
you'll have to kick him out again
three, don't be his friend
you know you're gonna wake up in his bed in the mornin'
and if you're under him, you ain't gettin' over him
i got new rules, i count 'em
i got new rules, i count 'em
i gotta tell them to myself
i got new rules, i count 'em
i gotta tell them to myself
practice makes perfect
i'm still tryna learn it by heart (i got new rules, i count 'em)
eat, sleep, and breathe it
rehearse and repeat it 'cause i (i got new, i got new)
one, don't pick up the phone (yeah)
you know he's only callin' 'cause he's drunk and alone (alone)
two, don't let him in (oh-ooh)
you'll have to kick him out again (again)
three, don't be his friend
you know you're gonna wake up in his bed in the mornin'
and if you're under him, you ain't gettin' over him
i got new rules, i count 'em
i got new rules, i count 'em (woah, oh)
i gotta tell them to myself
i got new rules, i count 'em (baby, you know i count 'em)
i gotta tell them to myself
don't let him in, don't let him in
don't, don't, don't, don't
don't be his friend, don't be his friend
don't, don't, don't, don't
don't let him in, don't let him in
don't, don't, don't, don't
don't be his friend, don't be his friend
don't, don't, don't, don't
you're gettin' over him","1
000000200
10000000
000000030000
100000
01
000002000
100
00000010000
000001
0000300000
10000
0002000
10000
000000000002
0000000010
0000020
0000020
000100
0000020
000100
0030000000
001000000
00000000002
001000
100
00000010000
010000
000001
0000300000
10000
0002000
10000
000000000002
0000000010
0000020
0000020
000100
0000020
000100
100
00010000000000
00020
300000000000
1000000
00003000000
100000
00020000
10000
000000000002
0000000010
0000020
000100000
000100
0000020000000
000100
00000001
1000
01000000
1000
00000001
1000
01000000
1000
0200"
Hozier,Take Me to Church,travel,"[[0.01745554432272911, 0.013222422450780869, 0.03669945150613785]]","my lover's got humour
she's the giggle at a funeral
knows everybody's disapproval
i should've worshipped her sooner
if the heavens ever did speak
she's the last true mouthpiece
every sunday's gettin' more bleak
a fresh poison each week
we were born sick, you heard them say it
my church offers no absolutes
she tells me, ""worship in the bedroom""
the only heaven i'll be sent to
is when i'm alone with you
i was born sick, but i love it
command me to be well
a, amen
amen, amen
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins and you can sharpen your knife
offer me that deathless death
oh, good god, let me give you my life
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins and you can sharpen your knife
offer me that deathless death
oh, good god, let me give you my life
if i'm a pagan of the good times
my lover's the sunlight
to keep the goddess on my side
she demands a sacrifice
drain the whole sea, get somethin' shiny
somethin' meaty for the main course
that's a fine lookin' high horse
what you got in the stable?
we've a lot of starvin' faithful
that looks tasty, that looks plenty
this is hungry work
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins, so you can sharpen your knife
offer me my deathless death
oh, good god, let me give you my life
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins, so you can sharpen your knife
offer me my deathless death
oh, good god, let me give you my life
no masters or kings when the ritual begins
there is no sweeter innocence than our gentle sin
in the madness and soil of that sad earthly scene
only then, i am human, only then, i am clean
oh, oh, amen
amen, amen
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins and you can sharpen your knife
offer me that deathless death
oh, good god, let me give you my life
take me to church
i'll worship like a dog at the shrine of your lies
i'll tell you my sins and you can sharpen your knife
offer me that deathless death
oh, good god, let me give you my life","0002
000002
002
00200
002000
00002
02000
00200
001000000
00003
0002000
0020000
000100
00100000
20000
10
20
0001
02000000000
00002000000
00030
001000000
0001
02000000000
00002000000
00030
001000000
00020000
0002
0002000
0002
0000002
020000
000002
000002
000030
002000
0020
0001
02000000000
00002000000
00030
001000000
0001
02000000000
00002000000
00030
001000000
00000020
000020000
0000000020
0000100000
002
20
0001
02000000000
00002000000
00030
001000000
0001
02000000000
00002000000
00030
001000000"
Vance Joy,Riptide,travel,"[[-0.03512883186340332, -0.09414388984441757, 0.0431181937456131]]","i was scared of dentists and the dark
i was scared of pretty girls and starting conversations
oh, all my friends are turnin' green
you're the magician's assistant in their dream
oh-ooh, ooh, ooh
oh, and they come unstuck
lady, runnin' down to the riptide
taken away to the dark side
i wanna be your left-hand man
i love you when you're singin' that song and
i got a lump in my throat 'cause
you're gonna sing the words wrong
there's this movie that i think you'll like
this guy decides to quit his job and heads to new york city
this cowboy's runnin' from himself
and she's been livin' on the highest shelf
oh-ooh, ooh, ooh
oh, and they come unstuck
lady, runnin' down to the riptide
taken away to the dark side
i wanna be your left-hand man
i love you when you're singin' that song, and
i got a lump in my throat 'cause
you're gonna sing the words wrong
i just wanna, i just wanna know
if you're gonna, if you're gonna stay
i just gotta, i just gotta know
i can't have it, i can't have it any other way
i swear she's destined for the screen
closest thing to michelle pfeiffer that you've ever seen, oh
lady, runnin' down to the riptide
taken away to the dark side
i wanna be your left-hand man
i love you when you're singin' that song and
i got a lump in my throat 'cause
you're gonna sing the words wrong
oh, lady, runnin' down to the riptide
taken away to the dark side
i wanna be your left-hand man
i love you when you're singin' that song and
i got a lump in my throat 'cause
you're gonna sing the words wrong
oh, lady, runnin' down to the riptide
taken away to the dark side
i wanna be your left-hand man
i love you when you're singin' that song and
i got a lump in my throat 'cause
you're gonna sing the words wrong, yeah
i got a lump in my throat 'cause
you're gonna sing the words wrong","00002000
002000000
0000001
0030000
200
00003
000003
000010
000010
000003000
00020000
002000
00100000
0000000000010
00200
00000002
200
00003
000003
000010
000010
000003000
00020000
002000
0010000
0000001
0020000
01000000000
0002000
0002000000
000003
000010
000010
000003000
00020000
002000
0000003
000010
000010
000003000
00020000
002000
0000003
000010
000010
000003000
00020000
0020000
00020000
002000"
Dishwalla,Counting Blue Cars,travel,"[[-0.0010223300196230412, -0.01802642084658146, 0.12252311408519745]]","must have been mid afternoon
i could tell by how far the child's shadow stretched out
and he walked with a purpose in his sneakers down the street
he had many questions, like children often do
he said, ""tell me all your thoughts on god
tell me am i very far?""
must have been late afternoon
on our way, the sun broke free of the clouds
we count only blue cars, skip the cracks in the street
and ask many questions, like children often do
we said, ""tell me all your thoughts on god""
'cause i would really like to meet her
and ask her why we're who we are
tell me all your thoughts on god
'cause i am on my way to see her
so tell me, am i very far, am i very far now?
it's getting cold, picked up the pace
how our shoes make hard noises in this place
our clothes are stained, we pass many cross-eyed people
and ask many questions, like children often do
tell me all your thoughts on god
'cause i would really like to meet her
and ask her why we're who we are
tell me all your thoughts on god
'cause i am on my way to see her
so tell me, am i very far?
am i very far now? am i very far now? am i very far now?
(tell me all your thoughts on god)
(tell me all your thoughts on god)","00002
00000000200
002000000000
00010000
000000200
000001
00002
0000000002
00000002000
00000010
000000001
00000010
00100000
0000001
000000001
000000000010
0000002
000002000
000000020
00000010
0000001
00000010
00100000
0000001
000000001
0000001
000000000000010
0000001
0000001"
Radiohead,Creep,travel,"[[-0.026611559092998505, 0.033642321825027466, 0.04007502645254135]]","when you were here before
couldn't look you in the eye
you're just like an angel
your skin makes me cry
you float like a feather
in a beautiful world
i wish i was special
you're so fuckin' special
but i'm a creep
i'm a weirdo
what the hell am i doin' here?
i don't belong here
i don't care if it hurts
i wanna have control
i want a perfect body
i want a perfect soul
i want you to notice
when i'm not around
you're so fuckin' special
i wish i was special
but i'm a creep
i'm a weirdo
what the hell am i doin' here?
i don't belong here
oh-oh, oh-oh
she's runnin' out the door
she's runnin' out
she run, run, run, run
run
whatever makes you happy
whatever you want
you're so fuckin' special
i wish i was special
but i'm a creep
i'm a weirdo
what the hell am i doin' here?
i don't belong here
i don't belong here","00001
000001
00002
00002
02000
0001
00001
0001
0002
002
0000020
0020
000002
0001
00001
00002
00002
1000
0001
00001
0002
002
0000020
0020
10
00001
020
00001
1
0001
100
0001
00001
0002
002
0000020
0020
0020"
Radiohead,Karma Police,travel,"[[0.07334493845701218, 0.036596089601516724, 0.1428406685590744]]","karma police, arrest this man
he talks in maths, he buzzes like a fridge
he's like a detuned radio
karma police, arrest this girl
her hitler hairdo is making me feel ill
and we have crashed her party
this is what you get
this is what you get
this is what you get
when you mess with us
karma police, i've given all i can
it's not enough, i've given all i can
but we're still on the payroll
this is what you get
this is what you get
this is what you get
when you mess with us
for a minute there
i lost myself, i lost myself
phew, for a minute there
i lost myself, i lost myself
oh, for a minute there
i lost myself, i lost myself
phew, for a minute there
i lost myself, i lost myself","20000
000200000
00001
00200
00300000
000010
10000
10000
10000
10000
2000000
00100000
000002
10000
10000
10000
10000
0020
010000
20000
010000
10000
010000
20000
010000"
Coldplay,Clocks,travel,"[[0.02298310026526451, 0.07839997857809067, 0.1282617598772049]]","the lights go out, and i can't be saved
tides that i tried to swim against
have brought me down upon my knees
oh, i beg, i beg and plead, singin'
come out of things unsaid
shoot an apple off my head, and a
trouble that can't be named
a tiger's waitin' to be tamed, singin'
you are
you are
confusion never stops
closin' walls and tickin' clocks, gonna
come back and take you home
i could not stop, that you now know, singin'
come out upon my seas
cursed missed opportunities, am i
a part of the cure
or am i part of the disease? singin'
you are
you are
you are
you are
you are
you are
and nothin' else compares
oh, nothin' else compares
and nothin' else compares
you are
you are
home, home, where i wanted to go
home, home, where i wanted to go
home (you are) home, where i wanted to go
home (you are) home, where i wanted to go","020000000
2000000
0000002
00200000
00003
00200000
00002
0300000
10
10
200
000020
010000
000000003
00002
20000
00002
00000020
10
10
10
10
10
10
0002
0002
0002
10
10
1000000
1000000
100000000
100000000"
